"customer_id","gender","age","city","signup_date","order_id","order_date","restaurant_name","dish_name","category","quantity","price","payment_method","order_frequency","last_order_date","loyalty_points","churned","rating","rating_date","delivery_status"
"C5535","Male","Adult","Lahore","7/30/2025","O9535_4","07/14/2023","McDonald's","Pizza","Continental",4,1488.14,"Cash",32,"4/8/2025",133,"Active",1,"12/5/2024","Delivered"
"C5535","Male","Adult","Lahore","7/30/2025","O9535_5","07/19/2023","McDonald's","Pizza","Continental",5,423.2,"Cash",32,"4/8/2025",133,"Active",5,"12/5/2024","Cancelled"
"C3894","Female","Senior","Multan","1/24/2025","O7894_1","06/18/2023","Pizza Hut","Pizza","Fast Food",1,1115.55,"Wallet",45,"9/26/2024",48,"Inactive",1,"8/20/2025","Delayed"
"C3894","Female","Senior","Multan","1/24/2025","O7894_2","04/22/2024","Burger King","Sandwich","Fast Food",5,588.28,"Wallet",45,"9/26/2024",48,"Inactive",5,"8/20/2025","Delivered"
"C3894","Female","Senior","Multan","1/24/2025","O7894_3","04/10/2024","Pizza Hut","Sandwich","Fast Food",3,283.66,"Wallet",45,"9/26/2024",48,"Inactive",4,"8/20/2025","Delayed"
"C4071","Male","Senior","Islamabad","12/27/2024","O8071_1","04/29/2024","Burger King","Sandwich","Italian",3,846.49,"Card",29,"12/26/2024",394,"Active",4,"4/16/2025","Delayed"
"C4071","Male","Senior","Islamabad","12/27/2024","O8071_2","09/19/2023","Subway","Pasta","Italian",3,1188.2,"Card",29,"12/26/2024",394,"Active",1,"4/16/2025","Delayed"
"C4071","Male","Senior","Islamabad","12/27/2024","O8071_3","08/19/2023","Subway","Burger","Italian",4,390.33,"Card",29,"12/26/2024",394,"Active",1,"4/16/2025","Delayed"
"C4071","Male","Senior","Islamabad","12/27/2024","O8071_4","01/13/2024","KFC","Fries","Italian",1,835.05,"Card",29,"12/26/2024",394,"Active",4,"4/16/2025","Delayed"
"C4071","Male","Senior","Islamabad","12/27/2024","O8071_5","11/02/2022","KFC","Pizza","Italian",5,1326.54,"Card",29,"12/26/2024",394,"Active",5,"4/16/2025","Delayed"
"C4231","Female","Senior",,"4/11/2025","O8231_1","12/16/2023","Subway","Pizza","Continental",5,220.07,"Wallet",39,"11/12/2024",5,"Inactive",3,"2/27/2025","Delivered"
"C4231","Female","Senior",,"4/11/2025","O8231_2","05/15/2024","KFC","Burger","Continental",5,872.47,"Wallet",39,"11/12/2024",5,"Inactive",3,"2/27/2025","Cancelled"
"C4231","Female","Senior",,"4/11/2025","O8231_3","12/20/2022","Burger King","Pizza","Continental",2,1420.62,"Wallet",39,"11/12/2024",5,"Inactive",5,"2/27/2025","Delivered"
"C4231","Female","Senior",,"4/11/2025","O8231_4","03/21/2024","McDonald's","Pizza","Continental",4,1197.05,"Wallet",39,"11/12/2024",5,"Inactive",3,"2/27/2025","Delivered"
"C4231","Female","Senior",,"4/11/2025","O8231_5","10/29/2023","Pizza Hut","Sandwich","Continental",2,941.53,"Wallet",39,"11/12/2024",5,"Inactive",4,"2/27/2025","Delayed"
"C3914","Male","Teenager","Islamabad","11/29/2023","O7914_1","06/17/2024","McDonald's","Burger","Fast Food",4,385.11,"Wallet",23,"4/22/2025",492,"Inactive",4,"4/19/2025","Cancelled"
"C3914","Male","Teenager","Islamabad","11/29/2023","O7914_2","09/25/2023","KFC","Pizza","Fast Food",5,987.32,"Wallet",23,"4/22/2025",492,"Inactive",1,"4/19/2025","Delivered"
"C3914","Male","Teenager","Islamabad","11/29/2023","O7914_3","08/01/2023","Pizza Hut","Pizza","Fast Food",3,227.46,"Wallet",23,"4/22/2025",492,"Inactive",1,"4/19/2025","Delivered"
"C3914","Male","Teenager","Islamabad","11/29/2023","O7914_4","05/17/2023","Subway","Pasta","Fast Food",3,1323.38,"Wallet",23,"4/22/2025",492,"Inactive",5,"4/19/2025","Delivered"
"C3914","Male","Teenager","Islamabad","11/29/2023","O7914_5","03/17/2024","Pizza Hut","Fries","Fast Food",1,506.55,"Wallet",23,"4/22/2025",492,"Inactive",3,"4/19/2025","Cancelled"
"C5681","Other","Adult","Islamabad","11/25/2024","O9681_1","11/20/2022","KFC","Pasta","Continental",5,449.69,"Cash",10,"4/9/2025",196,"Inactive",3,"6/10/2025","Delivered"
"C5681","Other","Adult","Islamabad","11/25/2024","O9681_2","02/01/2023","Pizza Hut","Fries","Continental",1,1240.24,"Cash",10,"4/9/2025",196,"Inactive",1,"6/10/2025","Delivered"
"C4975","Female","Teenager","Karachi","6/20/2025","O8975_1","10/31/2023","McDonald's","Pizza","Dessert",1,924.91,"Wallet",38,"7/7/2025",439,"Inactive",4,"7/9/2025","Delayed"
"C4975","Female","Teenager","Karachi","6/20/2025","O8975_2","09/28/2023","McDonald's","Burger","Dessert",1,1074.18,"Wallet",38,"7/7/2025",439,"Inactive",2,"7/9/2025","Delivered"
"C4975","Female","Teenager","Karachi","6/20/2025","O8975_3","10/07/2023","KFC","Burger","Dessert",5,1360.65,"Wallet",38,"7/7/2025",439,"Inactive",4,"7/9/2025","Delivered"
"C2876","Female","Senior","Islamabad","12/30/2024","O6876_1","12/21/2022","McDonald's","Pizza","Chinese",5,1107.17,"Cash",45,"7/17/2025",455,"Active",4,"11/28/2024","Cancelled"
"C2876","Female","Senior","Islamabad","12/30/2024","O6876_2","04/04/2023","McDonald's","Burger","Chinese",1,657.59,"Cash",45,"7/17/2025",455,"Active",1,"11/28/2024","Cancelled"
"C2876","Female","Senior","Islamabad","12/30/2024","O6876_3","10/19/2023","Burger King","Fries","Chinese",3,1145.16,"Cash",45,"7/17/2025",455,"Active",1,"11/28/2024","Delayed"
"C2876","Female","Senior","Islamabad","12/30/2024","O6876_4","10/03/2023","McDonald's","Pizza","Chinese",3,1382.23,"Cash",45,"7/17/2025",455,"Active",5,"11/28/2024","Delayed"
"C2876","Female","Senior","Islamabad","12/30/2024","O6876_5","10/02/2023","Pizza Hut","Burger","Chinese",2,1071.09,"Cash",45,"7/17/2025",455,"Active",3,"11/28/2024","Cancelled"
"C6144","Other","Teenager","Peshawar","8/5/2024","O10144_1",,"McDonald's","Pasta","Fast Food",5,1077.62,"Wallet",6,"4/22/2025",101,"Active",5,"3/27/2025","Cancelled"
"C6144","Other","Teenager","Peshawar","8/5/2024","O10144_2",,"KFC","Burger","Fast Food",3,654.81,"Wallet",6,"4/22/2025",101,"Active",3,"3/27/2025","Delivered"
"C6144","Other","Teenager","Peshawar","8/5/2024","O10144_3",,"Pizza Hut","Fries","Fast Food",1,752.85,"Wallet",6,"4/22/2025",101,"Active",3,"3/27/2025","Delivered"
"C6144","Other","Teenager","Peshawar","8/5/2024","O10144_4",,"Burger King","Pasta","Fast Food",1,1169.16,"Wallet",6,"4/22/2025",101,"Active",5,"3/27/2025","Delivered"
"C5092","Female","Adult","Lahore","10/5/2023","O9092_1","05/07/2024","Burger King","Pizza","Chinese",3,1360.35,"Card",46,"4/24/2025",171,"Inactive",4,"8/5/2025","Cancelled"
"C5092","Female","Adult","Lahore","10/5/2023","O9092_2","12/20/2022","KFC","Fries","Chinese",3,527.38,"Card",46,"4/24/2025",171,"Inactive",5,"8/5/2025","Delivered"
"C5092","Female","Adult","Lahore","10/5/2023","O9092_3","11/24/2023","Burger King","Pizza","Chinese",5,748.75,"Card",46,"4/24/2025",171,"Inactive",1,"8/5/2025","Delayed"
"C2747","Female","Adult","Lahore","8/30/2024","O6747_1","08/25/2023","Burger King","Pasta","Italian",1,991.97,"Wallet",22,"9/15/2024",32,"Inactive",5,"6/11/2025","Cancelled"
"C2747","Female","Adult","Lahore","8/30/2024","O6747_2","04/09/2023","KFC","Sandwich","Italian",4,801.58,"Wallet",22,"9/15/2024",32,"Inactive",5,"6/11/2025","Delivered"
"C2747","Female","Adult","Lahore","8/30/2024","O6747_3","12/10/2023","Burger King","Fries","Italian",3,934.08,"Wallet",22,"9/15/2024",32,"Inactive",4,"6/11/2025","Cancelled"
"C2747","Female","Adult","Lahore","8/30/2024","O6747_4","02/10/2023","Pizza Hut","Pasta","Italian",3,1326.92,"Wallet",22,"9/15/2024",32,"Inactive",2,"6/11/2025","Delivered"
"C2747","Female","Adult","Lahore","8/30/2024","O6747_5","03/21/2024","KFC","Pasta","Italian",4,170.56,"Wallet",22,"9/15/2024",32,"Inactive",4,"6/11/2025","Delayed"
"C3406","Female","Lahore",,"2/25/2024","O7406_1",,"McDonald's","Pizza","Italian",1,1435.99,"Cash",13,"6/16/2025",273,"Inactive",1,"7/20/2025","Delayed"
"C3406","Female","Lahore",,"2/25/2024","O7406_2",,"Pizza Hut","Pizza","Italian",4,224.38,"Cash",13,"6/16/2025",273,"Inactive",5,"7/20/2025","Delivered"
"C3406","Female","Lahore",,"2/25/2024","O7406_3",,"Pizza Hut","Pasta","Italian",2,1227.42,"Cash",13,"6/16/2025",273,"Inactive",2,"7/20/2025","Cancelled"
"C2975","Male","Teenager","Multan","9/28/2024","O6975_1","04/16/2023","Subway","Sandwich","Italian",1,518.31,"Wallet",49,"6/5/2025",35,"Active",3,"11/10/2024","Delayed"
"C2975","Male","Teenager","Multan","9/28/2024","O6975_2","12/20/2023","Burger King","Sandwich","Italian",3,654.72,"Wallet",49,"6/5/2025",35,"Active",4,"11/10/2024","Cancelled"
"C2975","Male","Teenager","Multan","9/28/2024","O6975_3","05/04/2023","Pizza Hut","Pasta","Italian",1,861.33,"Wallet",49,"6/5/2025",35,"Active",2,"11/10/2024","Delivered"
"C2975","Male","Teenager","Multan","9/28/2024","O6975_4","05/21/2023","Subway","Pasta","Italian",5,649.34,"Wallet",49,"6/5/2025",35,"Active",5,"11/10/2024","Cancelled"
"C5497","Other","Adult","Lahore","1/26/2025","O9497_1","02/07/2024","Subway","Burger","Continental",4,1009.17,"Card",49,"10/21/2024",463,"Active",5,"5/19/2025","Delayed"
"C5497","Other","Adult","Lahore","1/26/2025","O9497_2","10/20/2023","Burger King","Pizza","Continental",4,1173.84,"Card",49,"10/21/2024",463,"Active",1,"5/19/2025","Delivered"
"C2748","Other","Teenager","Karachi","7/7/2024","O6748_1","11/29/2022","KFC","Sandwich","Dessert",5,341.92,"Cash",2,"12/1/2024",435,"Inactive",2,"11/29/2024","Delayed"
"C2748","Other","Teenager","Karachi","7/7/2024","O6748_2","01/23/2023","KFC","Pasta","Dessert",3,1428.78,"Cash",2,"12/1/2024",435,"Inactive",5,"11/29/2024","Cancelled"
"C2748","Other","Teenager","Karachi","7/7/2024","O6748_3","12/01/2023","Subway","Pizza","Dessert",5,950.52,"Cash",2,"12/1/2024",435,"Inactive",2,"11/29/2024","Delivered"
"C2748","Other","Teenager","Karachi","7/7/2024","O6748_4","03/12/2023","Pizza Hut","Pizza","Dessert",1,149.87,"Cash",2,"12/1/2024",435,"Inactive",4,"11/29/2024","Cancelled"
"C2748","Other","Teenager","Karachi","7/7/2024","O6748_5","02/27/2023","Pizza Hut","Burger","Dessert",3,1374.89,"Cash",2,"12/1/2024",435,"Inactive",3,"11/29/2024","Delayed"
"C1929","Female","Teenager","Peshawar","11/27/2023","O5929_1","01/29/2024","Pizza Hut","Pizza","Continental",2,621.9,"Wallet",35,"6/26/2025",172,"Active",3,"11/10/2024","Delivered"
"C1929","Female","Teenager","Peshawar","11/27/2023","O5929_2","02/05/2024","McDonald's","Pasta","Continental",3,872.68,"Wallet",35,"6/26/2025",172,"Active",4,"11/10/2024","Cancelled"
"C1929","Female","Teenager","Peshawar","11/27/2023","O5929_3","01/02/2023","KFC","Sandwich","Continental",2,638.69,"Wallet",35,"6/26/2025",172,"Active",1,"11/10/2024","Delivered"
"C1929","Female","Teenager","Peshawar","11/27/2023","O5929_4","04/19/2024","Pizza Hut","Fries","Continental",2,1002.88,"Wallet",35,"6/26/2025",172,"Active",2,"11/10/2024","Delayed"
"C5124","Male","Adult","Lahore","5/25/2025","O9124_1","09/18/2023","Pizza Hut","Fries","Continental",5,1171.72,"Cash",38,"12/13/2024",250,"Inactive",2,"4/18/2025","Delivered"
"C5124","Male","Adult","Lahore","5/25/2025","O9124_2","01/11/2024","Burger King","Burger","Continental",5,1116.3,"Cash",38,"12/13/2024",250,"Inactive",1,"4/18/2025","Delivered"
"C5124","Male","Adult","Lahore","5/25/2025","O9124_3","04/30/2024","McDonald's","Sandwich","Continental",2,1016.44,"Cash",38,"12/13/2024",250,"Inactive",2,"4/18/2025","Delayed"
"C5124","Male","Adult","Lahore","5/25/2025","O9124_4","01/17/2024","KFC","Pasta","Continental",2,1042.79,"Cash",38,"12/13/2024",250,"Inactive",2,"4/18/2025","Delivered"
"C5124","Male","Adult","Lahore","5/25/2025","O9124_5","11/17/2022","KFC","Burger","Continental",4,993.24,"Cash",38,"12/13/2024",250,"Inactive",1,"4/18/2025","Delayed"
"C6250","Male","Teenager","Lahore","6/29/2024","O10250_1","02/28/2024","McDonald's","Sandwich","Chinese",5,1062.09,"Card",7,"5/3/2025",60,"Active",2,"6/3/2025","Delayed"
"C6250","Male","Teenager","Lahore","6/29/2024","O10250_2","03/13/2023","Pizza Hut","Burger","Chinese",2,734.93,"Card",7,"5/3/2025",60,"Active",2,"6/3/2025","Delayed"
"C6250","Male","Teenager","Lahore","6/29/2024","O10250_3","12/16/2022","KFC","Pizza","Chinese",1,1124.7,"Card",7,"5/3/2025",60,"Active",4,"6/3/2025","Cancelled"
"C1351","Female","Adult","Karachi","6/16/2024","O5351_1","11/09/2023","McDonald's","Pasta","Chinese",5,566.28,"Card",3,"1/8/2025",240,"Inactive",5,"11/29/2024","Delivered"
"C1351","Female","Adult","Karachi","6/16/2024","O5351_2","10/01/2023","Burger King","Fries","Chinese",4,832.81,"Card",3,"1/8/2025",240,"Inactive",1,"11/29/2024","Cancelled"
"C1351","Female","Adult","Karachi","6/16/2024","O5351_3","10/19/2023","Subway","Burger","Chinese",3,471.62,"Card",3,"1/8/2025",240,"Inactive",3,"11/29/2024","Delivered"
"C1351","Female","Adult","Karachi","6/16/2024","O5351_4","06/29/2023","Burger King","Pizza","Chinese",4,1189.79,"Card",3,"1/8/2025",240,"Inactive",4,"11/29/2024","Delivered"
"C5795","Female","Senior","Islamabad","11/7/2023","O9795_1",,"McDonald's","Sandwich","Italian",4,867.97,"Card",32,"11/10/2024",72,"Active",3,"10/21/2024","Delivered"
"C5795","Female","Senior","Islamabad","11/7/2023","O9795_2",,"Burger King","Pasta","Italian",1,610.25,"Card",32,"11/10/2024",72,"Active",5,"10/21/2024","Delayed"
"C5513","Male","Teenager","Islamabad","7/20/2025","O9513_1","09/20/2023","Burger King","Sandwich","Continental",2,1408.01,"Card",31,"9/15/2024",496,"Inactive",4,"12/27/2024","Delivered"
"C5513","Male","Teenager","Islamabad","7/20/2025","O9513_2","02/11/2023","Burger King","Pasta","Continental",4,575.96,"Card",31,"9/15/2024",496,"Inactive",2,"12/27/2024","Delayed"
"C5513","Male","Teenager","Islamabad","7/20/2025","O9513_3","05/23/2024","Pizza Hut","Fries","Continental",4,382.71,"Card",31,"9/15/2024",496,"Inactive",4,"12/27/2024","Delivered"
"C5513","Male","Teenager","Islamabad","7/20/2025","O9513_4","07/13/2023","Burger King","Sandwich","Continental",5,1202.9,"Card",31,"9/15/2024",496,"Inactive",5,"12/27/2024","Cancelled"
"C5513","Male","Teenager","Islamabad","7/20/2025","O9513_5","03/25/2024","Burger King","Fries","Continental",1,442.49,"Card",31,"9/15/2024",496,"Inactive",4,"12/27/2024","Delayed"
"C6362","Female","Senior","Islamabad","11/22/2023","O10362_1","04/18/2024","McDonald's","Burger","Chinese",1,1067.19,"Card",34,"9/29/2024",164,"Active",2,"1/25/2025","Delayed"
"C6362","Female","Senior","Islamabad","11/22/2023","O10362_2","04/03/2024","McDonald's","Pasta","Chinese",5,1098.59,"Card",34,"9/29/2024",164,"Active",4,"1/25/2025","Delivered"
"C6362","Female","Senior","Islamabad","11/22/2023","O10362_3","12/09/2023","KFC","Sandwich","Chinese",1,337.86,"Card",34,"9/29/2024",164,"Active",3,"1/25/2025","Cancelled"
"C6340","Male","Senior","Multan","7/7/2025","O10340_1","08/06/2023","KFC","Pizza","Continental",2,278.29,"Cash",16,"11/20/2024",453,"Active",5,"9/4/2024","Cancelled"
"C6340","Male","Senior","Multan","7/7/2025","O10340_2","06/07/2023","KFC","Fries","Continental",4,855.2,"Cash",16,"11/20/2024",453,"Active",5,"9/4/2024","Delivered"
"C6340","Male","Senior","Multan","7/7/2025","O10340_3","03/03/2023","Pizza Hut","Sandwich","Continental",5,928.3,"Cash",16,"11/20/2024",453,"Active",4,"9/4/2024","Delayed"
"C6340","Male","Senior","Multan","7/7/2025","O10340_4","02/06/2023","McDonald's","Burger","Continental",5,370.75,"Cash",16,"11/20/2024",453,"Active",1,"9/4/2024","Cancelled"
"C5444","Other","Teenager","Peshawar","7/2/2025","O9444_1","05/14/2024","Subway","Pasta","Chinese",1,434.09,"Cash",12,"4/21/2025",14,"Inactive",2,"2/8/2025","Delivered"
"C5444","Other","Teenager","Peshawar","7/2/2025","O9444_2","04/19/2023","Subway","Burger","Chinese",5,1452.82,"Cash",12,"4/21/2025",14,"Inactive",2,"2/8/2025","Delayed"
"C1454","Female","Adult","Islamabad","7/1/2025","O5454_1","07/07/2023","KFC","Fries","Italian",4,289.02,"Wallet",5,"6/26/2025",273,"Active",2,"2/5/2025","Delayed"
"C1454","Female","Adult","Islamabad","7/1/2025","O5454_2","04/01/2024","Pizza Hut","Pasta","Italian",3,622.06,"Wallet",5,"6/26/2025",273,"Active",5,"2/5/2025","Delivered"
"C4748","Other","Adult","Peshawar","3/10/2024","O8748_1","09/02/2023","McDonald's","Pizza","Italian",1,1364.04,"Wallet",3,"7/28/2025",224,"Inactive",1,"5/25/2025","Delayed"
"C4748","Other","Adult","Peshawar","3/10/2024","O8748_2","06/20/2023","Subway","Sandwich","Italian",2,1446.21,"Wallet",3,"7/28/2025",224,"Inactive",2,"5/25/2025","Cancelled"
"C4748","Other","Adult","Peshawar","3/10/2024","O8748_3","02/02/2023","McDonald's","Fries","Italian",3,855.5,"Wallet",3,"7/28/2025",224,"Inactive",2,"5/25/2025","Delayed"
"C4748","Other","Adult","Peshawar","3/10/2024","O8748_4","11/01/2023","KFC","Pizza","Italian",5,348.84,"Wallet",3,"7/28/2025",224,"Inactive",4,"5/25/2025","Delayed"
"C4748","Other","Adult","Peshawar","3/10/2024","O8748_5","03/04/2023","Burger King","Pasta","Italian",5,205.82,"Wallet",3,"7/28/2025",224,"Inactive",4,"5/25/2025","Delivered"
"C2827","Male","Teenager","Multan","3/5/2025","O6827_1","11/14/2023","Subway","Pizza","Italian",2,1226.9,"Wallet",26,"6/3/2025",18,"Active",5,"1/13/2025","Delivered"
"C2827","Male","Teenager","Multan","3/5/2025","O6827_2","04/04/2024","McDonald's","Pasta","Italian",5,1322.06,"Wallet",26,"6/3/2025",18,"Active",1,"1/13/2025","Cancelled"
"C2827","Male","Teenager","Multan","3/5/2025","O6827_3","03/01/2024","KFC","Fries","Italian",3,1445.44,"Wallet",26,"6/3/2025",18,"Active",1,"1/13/2025","Delivered"
"C2827","Male","Teenager","Multan","3/5/2025","O6827_4","03/20/2023","KFC","Pizza","Italian",2,957.81,"Wallet",26,"6/3/2025",18,"Active",3,"1/13/2025","Cancelled"
"C3338","Female","Senior","Lahore","12/4/2023","O7338_1","03/14/2023","KFC","Pizza","Chinese",5,505.28,"Wallet",25,"12/27/2024",444,"Active",4,"6/14/2025","Cancelled"
"C3338","Female","Senior","Lahore","12/4/2023","O7338_2","04/30/2023","Pizza Hut","Burger","Chinese",5,1479.65,"Wallet",25,"12/27/2024",444,"Active",1,"6/14/2025","Cancelled"
"C3338","Female","Senior","Lahore","12/4/2023","O7338_3","08/15/2023","Subway","Pizza","Chinese",4,1457.13,"Wallet",25,"12/27/2024",444,"Active",4,"6/14/2025","Delivered"
"C1614","Other","Adult","Lahore","12/31/2023","O5614_1","10/25/2023","KFC","Burger","Italian",1,359.64,"Card",39,"4/19/2025",167,"Inactive",5,"1/4/2025","Cancelled"
"C1614","Other","Adult","Lahore","12/31/2023","O5614_2","11/17/2023","McDonald's","Burger","Italian",3,225.94,"Card",39,"4/19/2025",167,"Inactive",3,"1/4/2025","Delivered"
"C1614","Other","Adult","Lahore","12/31/2023","O5614_3","11/16/2023","McDonald's","Burger","Italian",4,403.43,"Card",39,"4/19/2025",167,"Inactive",3,"1/4/2025","Delivered"
"C4382","Male","Senior","Multan","1/20/2025","O8382_1","10/28/2023","Subway","Burger","Dessert",3,282.71,"Wallet",4,"3/25/2025",148,"Inactive",1,"1/1/2025","Delivered"
"C4382","Male","Senior","Multan","1/20/2025","O8382_2","01/20/2023","McDonald's","Burger","Dessert",3,759.16,"Wallet",4,"3/25/2025",148,"Inactive",3,"1/1/2025","Delivered"
